,village,adjmatrix_key,pid,hhid,resp_id,resp_gend,resp_status,age,religion,caste,subcaste,mothertongue,speakother,kannada,tamil,telugu,hindi,urdu,english,otherlang,educ,villagenative,native_name,native_type,native_taluk,native_district,res_time_yrs,res_time_mths,movereason,movecontact,movecontact_res,movecontact_hhid,movecontact_pid,movecontact_name,workflag,work_freq,work_freq_type,occupation,privategovt,work_outside,work_outside_freq,shgparticipate,shg_no,savings,savings_no,electioncard,rationcard,rationcard_colour
13060,60,1476,6028601,60286,1,1,Head of Household,30,HINDUISM,OBC,MADIWAL,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
13061,60,1477,6028602,60286,2,2,Spouse of Head of Household,22,HINDUISM,OBC,DHOBI,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,9.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
13062,60,1487,6028901,60289,1,1,Head of Household,50,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,WEAVING,OWN LOOM,No,,No,,No,,Yes,Yes,YELLOW
13063,60,1488,6028902,60289,2,2,Spouse of Head of Household,45,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,28.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
13064,60,1506,6029301,60293,1,1,Head of Household,32,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,Yes,1.0,Yes,No,
13065,60,1507,6029302,60293,2,2,Spouse of Head of Household,28,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,No,data has been removed for publication,TOWN,data has been removed for publication,CHIKKABALLAPURA,9.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,No,
13066,60,1512,6029401,60294,1,1,Head of Household,32,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,Yes,3.0,Yes,Yes,BLUE
13067,60,1513,6029402,60294,2,2,Spouse of Head of Household,22,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,Yes,Yes,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,BLUE
13068,60,1514,6029403,60294,3,2,Other,40,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,ANIMAL HUSBANDARY,OWN,No,,No,,Yes,1.0,Yes,Yes,BLUE
13069,60,1515,6029404,60294,4,1,Other,45,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,Yes,Yes,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,10.0,0.0,,Yes,Yes,60294.0,7.0,data has been removed for publication,Yes,7.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,No,,Yes,2.0,Yes,Yes,BLUE
13070,60,1516,6029405,60294,5,2,Other,20,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,Yes,Yes,Yes,No,Yes,,2ND P.U.C.,Yes,,,,,,,,,,,,,No,,,,,,,No,,Yes,1.0,No,No,
13071,60,1529,6029701,60297,1,1,Head of Household,45,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE OWN,OWNER,No,,No,,Yes,3.0,Yes,No,
13072,60,1530,6029702,60297,2,2,Spouse of Head of Household,40,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,15.0,,MARRIAGE,,,,,,Yes,4.0,DAYS PER WEEK,OWN AGRICULTURE,OWNER,No,,No,,No,,Yes,No,
13073,60,1536,6029801,60298,1,1,Head of Household,45,HINDUISM,SCHEDULED TRIBE,NAYAKA,TELUGU,Yes,Yes,No,No,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,ANANTHAPURA,8.0,,WORK,No,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,OWNER,No,,No,,No,,Yes,Yes,YELLOW
13074,60,1537,6029802,60298,2,2,Spouse of Head of Household,35,HINDUISM,SCHEDULED TRIBE,NAYAKA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,ANANTHAPURA,7.0,,WORK,No,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,OWNER,No,,No,,No,,Yes,Yes,YELLOW
13075,60,1551,6030201,60302,1,1,Head of Household,40,HINDUISM,OBC,THIGALA,KANNADA,Yes,No,No,Yes,No,No,No,,8TH STANDARD,No,data has been removed for publication,CITY,,BANGALORE,5.0,,WORK,No,,,,,Yes,7.0,DAYS PER WEEK,MILK SELLING,PRIVATE BUSINESS,Yes,0.0,No,,No,,Yes,No,
13076,60,1552,6030202,60302,2,2,Spouse of Head of Household,23,HINDUISM,OBC,THIGALA,KANNADA,No,No,No,No,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,3.0,,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,DAIRY PRODUCT,PRIVATE BUSINESS,Yes,0.0,No,,No,,Missing,No,
13077,60,1555,6030301,60303,1,1,Head of Household,65,HINDUISM,OBC,THOGATAVEERA,TELUGU,Yes,Yes,No,No,No,No,No,,1ST STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,20.0,,WORK,No,,,,,Yes,3.0,DAYS PER WEEK,WEAVING,OWNER,No,,No,,No,,Yes,Yes,YELLOW
13078,60,1556,6030302,60303,2,2,Spouse of Head of Household,55,HINDUISM,OBC,THOGATAVEERA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,20.0,,WORK,No,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
13079,60,1557,6030303,60303,3,1,Other,30,HINDUISM,OBC,THOGATAVEERA,TELUGU,Yes,Yes,No,No,No,No,No,,3RD STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,20.0,,WORK,No,,,,,Yes,6.0,DAYS PER WEEK,WEAVING,OWNER,No,,No,,No,,Yes,Yes,YELLOW
13080,60,1562,6030401,60304,1,1,Head of Household,60,HINDUISM,GENERAL,BRAMIN,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,40.0,,WORK,No,,,,,Yes,1.0,DAYS PER WEEK,AGRICULTURE LABOUR,OWNER,No,,No,,No,,Yes,Yes,ANTHYODAYA
13081,60,1563,6030402,60304,2,2,Spouse of Head of Household,45,HINDUISM,GENERAL,BRAMIN,KANNADA,No,No,No,No,No,No,No,,3RD STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,26.0,,MARRIAGE,,,,,,Yes,2.0,DAYS PER WEEK,SILK WORK,OWNER,No,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
13082,60,1583,6030901,60309,1,1,Head of Household,45,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,8TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,OWNER,Yes,0.0,No,,Yes,1.0,Yes,Yes,BLUE
13083,60,1584,6030902,60309,2,2,Spouse of Head of Household,35,HINDUISM,OBC,KURUBA,KANNADA,No,No,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,15.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
13084,60,1588,6031001,60310,1,1,Head of Household,50,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE,OWN,Yes,0.0,No,,No,,Yes,Yes,YELLOW
13085,60,1589,6031002,60310,2,2,Spouse of Head of Household,40,HINDUISM,OBC,KURUBA,KANNADA,No,No,No,No,No,No,No,,4TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,18.0,,MARRIAGE,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,No,,No,,No,,Yes,Yes,YELLOW
13086,60,1590,6031003,60310,3,2,Spouse of Head of Household,30,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,4TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,15.0,,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,Yes,2.0,Yes,2.0,Yes,Yes,YELLOW
13087,60,1593,6031101,60311,1,1,Head of Household,45,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KRISHNAGIRI,28.0,,WORK,No,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
13088,60,1594,6031102,60311,2,2,Spouse of Head of Household,38,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,CITY,,BANGALORE,21.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
13089,60,1600,6031301,60313,1,1,Head of Household,45,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,8TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,No,,Yes,1.0,Yes,Yes,BLUE
13090,60,1601,6031302,60313,2,2,Spouse of Head of Household,40,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,16.0,,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,Yes,1.0,Yes,1.0,Yes,Yes,BLUE
13091,60,1605,6031401,60314,1,1,Head of Household,45,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,3.0,DAYS PER WEEK,AGRICULTURE,OWN,Yes,0.0,No,,Yes,1.0,Missing,Yes,BLUE
13092,60,1606,6031402,60314,2,2,Spouse of Head of Household,35,HINDUISM,OBC,KURUBA,KANNADA,No,No,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,25.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Missing,Yes,BLUE
13093,60,1610,6031501,60315,1,1,Head of Household,35,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,1ST P.U.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,SILK WORM REARING,OWN,No,,No,,Yes,1.0,Yes,Yes,BLUE
13094,60,1611,6031502,60315,2,2,Spouse of Head of Household,30,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,8.0,,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,SILK WORM REARING,OWN,No,,No,,No,,Yes,Yes,BLUE
13095,60,1614,6031701,60317,1,1,Head of Household,40,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,No,,Yes,1.0,Yes,Yes,YELLOW
13096,60,1615,6031702,60317,2,2,Spouse of Head of Household,35,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,20.0,,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
13097,60,1619,6031801,60318,1,1,Head of Household,65,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,No,,No,,Yes,Yes,BLUE
13098,60,1620,6031802,60318,2,2,Spouse of Head of Household,50,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,36.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
13099,60,1621,6031803,60318,3,2,Other,20,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
13100,60,1624,6031901,60319,1,1,Head of Household,43,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,No,,No,,Yes,Yes,BLUE
13101,60,1625,6031902,60319,2,2,Spouse of Head of Household,33,HINDUISM,OBC,KURUBA,KANNADA,No,No,No,No,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE,17.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
13102,60,1633,6032101,60321,1,1,Head of Household,40,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,OWNER,No,,No,,Yes,2.0,Yes,Yes,YELLOW
13103,60,1634,6032102,60321,2,2,Spouse of Head of Household,38,HINDUISM,OBC,KURUBA,KANNADA,Yes,No,No,Yes,No,No,No,,8TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,20.0,,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
13104,60,1637,6032201,60322,1,1,Head of Household,60,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,No,,No,,Yes,Yes,YELLOW
13105,60,1638,6032202,60322,2,2,Spouse of Head of Household,50,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,6TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,No,,No,,Yes,Yes,YELLOW
13106,60,1640,6032204,60322,4,2,Other,18,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,2ND P.U.C.,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
13107,60,1641,6032301,60323,1,1,Head of Household,70,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,No,,No,,Yes,Yes,YELLOW
13108,60,1642,6032302,60323,2,2,Spouse of Head of Household,60,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,35.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
13109,60,1643,6032303,60323,3,1,Other,30,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,No,,Yes,1.0,Yes,Yes,YELLOW
13110,60,1644,6032304,60323,4,2,Other,25,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,2ND P.U.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE NORTH,3.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,No,No,
13111,60,1647,6032401,60324,1,1,Head of Household,35,HINDUISM,OBC,THOGATA,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,10.0,,WORK,Yes,Yes,60089.0,17.0,data has been removed for publication,Yes,6.0,DAYS PER WEEK,SILK WORM REARING,OWN,Yes,4.0,No,,Yes,2.0,Yes,Yes,BLUE
13112,60,1648,6032402,60324,2,2,Spouse of Head of Household,29,HINDUISM,OBC,THOGATA,TELUGU,Yes,Yes,No,No,No,No,No,,6TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,8.0,,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,
13113,60,1651,6032405,60324,5,1,Other,32,HINDUISM,OBC,THOGATA,KANNADA,Yes,No,No,Yes,No,No,No,,DEGREE OR ABOVE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,10.0,,WORK,Yes,No,,,,Yes,5.0,DAYS PER WEEK,SILK WORM REARING,OWN,Yes,0.0,No,,Yes,1.0,Yes,Yes,BLUE
13114,60,1652,6032406,60324,6,2,Other,27,HINDUISM,OBC,THOGATA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,5.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
13115,60,1655,6032601,60326,1,1,Head of Household,38,HINDUISM,SCHEDULED TRIBE,BHAJANTRI,KANNADA,Yes,No,Yes,No,No,No,No,,S.S.L.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,MYSORE,10.0,,WORK,No,,,,,Yes,6.0,DAYS PER WEEK,SILK FACTORY WORKER,OWNER,Yes,15.0,No,,Yes,2.0,Yes,Yes,BLUE
13116,60,1656,6032602,60326,2,2,Spouse of Head of Household,23,HINDUISM,SCHEDULED TRIBE,BHAJANTRI,KANNADA,No,No,No,No,No,No,No,,7TH STANDARD,No,data has been removed for publication,TOWN,data has been removed for publication,MYSORE,10.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,BLUE
13117,60,1673,6033101,60331,1,2,Head of Household,35,HINDUISM,OBC,VOKKALIGA,KANNADA,No,No,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,35.0,,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,ANIMAL HUSBANDRY,OWN,No,,No,,No,,Yes,Yes,RED
13118,60,1682,6033601,60336,1,1,Head of Household,45,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,8.0,,WORK,No,,,,,Yes,6.0,DAYS PER WEEK,LABOUR,OWNER,Yes,0.0,No,,No,,Yes,Yes,YELLOW
13119,60,1683,6033602,60336,2,2,Spouse of Head of Household,38,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,8.0,,WORK,No,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
13120,60,1684,6033603,60336,3,2,Other,18,HINDUISM,SCHEDULED CASTE,ADI KARNATAKA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,8.0,,WORK,No,,,,,Yes,6.0,DAYS PER WEEK,SILK WORK,OWNER,Yes,0.0,No,,Yes,1.0,No,Yes,YELLOW
13121,60,1694,6033901,60339,1,1,Head of Household,35,HINDUISM,SCHEDULED TRIBE,NAYAKA,KANNADA,No,No,No,No,No,No,No,,NONE,No,data has been removed for publication,TOWN,data has been removed for publication,MYSORE,14.0,,WORK,No,,,,,Yes,4.0,DAYS PER WEEK,SILK INDUSTRY WORKER,OWNER,Yes,6.0,No,,No,,Yes,No,
13122,60,1695,6033902,60339,2,2,Spouse of Head of Household,28,HINDUISM,SCHEDULED TRIBE,NAYAKA,KANNADA,No,No,No,No,No,No,No,,NONE,No,data has been removed for publication,TOWN,data has been removed for publication,MYSORE,11.0,,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,No,
13123,60,1698,6034001,60340,1,1,Head of Household,46,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,BRANCH POST MASTER,GOVERNMENT,Yes,0.0,No,,Yes,1.0,Yes,Yes,BLUE
13124,60,1699,6034002,60340,2,2,Spouse of Head of Household,36,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,18.0,,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE OWN,OWN AGRICULTURE,No,,No,,Yes,1.0,Yes,Yes,BLUE
13125,60,1702,6034101,60341,1,1,Head of Household,50,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE OWN,AGRICULTURE OWN,No,,No,,Yes,1.0,Yes,Yes,YELLOW
13126,60,1703,6034102,60341,2,2,Spouse of Head of Household,37,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,20.0,,MARRIAGE,,,,,,Yes,2.0,DAYS PER WEEK,AGRICULTURE OWN,OWN,No,,No,,No,,Yes,Yes,YELLOW
13127,61,1,6100101,61001,1,1,Head of Household,34,HINDUISM,GENERAL,IYANGAR BHRAMIN,TAMIL,Yes,Yes,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,SERICULTURE,OWN,No,,No,,Yes,1.0,Yes,Yes,YELLOW
13128,61,2,6100102,61001,2,2,Spouse of Head of Household,30,HINDUISM,GENERAL,IYANGAR BHRAMINS,TAMIL,Yes,Yes,No,Yes,No,No,No,,S.S.L.C.,No,data has been removed for publication,TOWN,data has been removed for publication,CHITTUR,10.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,YELLOW
13129,61,16,6100401,61004,1,1,Head of Household,35,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,CENTERING WORK,FOR CONTRACTOR,Yes,0.0,No,,Yes,1.0,Yes,Yes,GREEN
13130,61,17,6100402,61004,2,2,Spouse of Head of Household,26,HINDUISM,OBC,VOKKALIGA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,8.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,No,,Yes,1.0,Yes,2.0,Yes,Yes,GREEN
13131,61,22,6100501,61005,1,1,Head of Household,45,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,2ND STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,SERICULTURE,OWN LAND,No,,No,,No,,Yes,Yes,YELLOW
13132,61,23,6100502,61005,2,2,Spouse of Head of Household,40,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,Yes,Yes,No,No,No,,4TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,20.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
13133,61,24,6100503,61005,3,2,Spouse of Head of Household,38,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,12.0,,MARRIAGE,,,,,,Yes,7.0,DAYS PER WEEK,SILK WORM REARING,LABOUR,No,,No,,No,,Yes,Yes,YELLOW
13134,61,25,6100504,61005,4,2,Other,20,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,No,Yes,YELLOW
13135,61,35,6100801,61008,1,1,Head of Household,60,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,8.0,,WORK,Yes,Yes,61006.0,1.0,data has been removed for publication,Yes,7.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,No,,No,,No,,Yes,Yes,YELLOW
13136,61,36,6100802,61008,2,2,Spouse of Head of Household,40,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,SERICULTURE,LAND OWNER,No,,No,,Yes,1.0,Yes,Yes,YELLOW
13137,61,42,6101001,61010,1,1,Head of Household,35,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND OWNER,No,,No,,No,,No,Yes,YELLOW
13138,61,43,6101002,61010,2,2,Spouse of Head of Household,32,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,12.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,SERICULTURAL LABOUR,LAND OWNER,No,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
13139,61,53,6101302,61013,2,1,Head of Household,49,HINDUISM,GENERAL,BRAHMIN,KANNADA,Yes,No,Yes,Yes,No,No,Yes,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,No,,Yes,1.0,Yes,Yes,BLUE
